ﯾﻘﺎل أن اﻟﺷرﻛﺔ ﺗﺣﻘق رﺑﺢ اﻗﺗﺻﺎدى ﻋﻧدﻣﺎ ﯾﻛون ﻣﺗوﺳط اﻟﺗﻛﻠﻔﺔ اﻟﻛﻠﯾﺔ أﻛﺛر ﻣن ﺗﻛﻠﻔﺔ ﻣﻧﺗﺞ إﺿﺎﻓﻰ ﺗﻧﺗﺟﺔ اﻟﺷرﻛﺔ‬,‫اﻟﻌﺑﺎرة ﺻﺣﯾﺣﺔ‬‫‪‬‬,‫ اﻟﻌﺑﺎرة ﺧﺎطﺋﺔ‬ ‫  ‬,2
ﯾﻘﺎل أن اﻟﺷرﻛﺔ ﺗﺣﻘق رﺑﺢ طﺑﯾﻌﻰ ﻋﻧدﻣﺎ ﯾﻛون اﻟرﺑﺢ اﻻﻗﺗﺻﺎدى ﻣﺳﺎوى ﻟﻠﺻﻔر‬,‫اﻟﻌﺑﺎرة ﺻﺣﯾﺣﺔ‬‫  ‬,‫ اﻟﻌﺑﺎرة ﺧﺎطﺋﺔ‬ ‫‪‬‬,1
إذا ﻛﺎن اﻟﺳﻌر أﻛﺛر ﻣن ﻣﺗوﺳط اﻟﺗﻛﻠﻔﺔ اﻟﻣﺗﻐﯾرة ﻓﻰ ﻧﻘطﺔ اﻹﻧﺗﺎﺟﯾﺔ اﻟﻘﺻوى ﻟﻠرﺑﺢ ﯾﺟب ﻋﻠﻰ اﻟﺷرﻛﺔ أن ﺗﻘﻔل‬,‫اﻟﻌﺑﺎرة ﺻﺣﯾﺣﺔ‬‫‪‬‬,‫اﻟﻌﺑﺎرة ﺧﺎطﺋﺔ‬ ‫  ‬,2
اﻻﻗﺗﺻﺎد ‪ ..........‬ﯾﮭﺗم ﺑدراﺳﺔ ﺳﻠوك اﻻﻗﺗﺻﺎد ﻛﻛﺗﻠﺔ واﺣدة ﻣﺛل إﺟﻣﺎﻟﻰ اﻻﻧﺗﺎج وإﺟﻣﺎﻟﻰ اﻟﺑطﺎﻟﺔ‬,‫اﻟﻛﻠﻰ‬‫  ‬,‫ اﻟﺟزﺋﻰ‬‫‪‬‬,‫اﻹدارى‬‫‪‬‬,‫اﻟﻛﻣﻰ‬‫‪‬‬,1
ھﯾﻛﻠﺔ اﻻﻗﺗﺻﺎد اﻟﻛﻠﻰ ﯾﺟب أن ﺗﻛون ﻣدﻋﻣﺔ ﺑﺷﻛل واﺿﺢ ﻣن ﻗﺑل اﻻﻗﺗﺻﺎد اﻟﺟزﺋﻰ‬,‫اﻟﻌﺑﺎرة ﺻﺣﯾﺣﺔ‬‫  ‬,‫ اﻟﻌﺑﺎرة ﺧﺎطﺋﺔ‬ ‫‪‬‬,1
ﻣن أﻣﺛﻠﺔ اﻟﻧﻣﺎذج واﻷﺳﺎﻟﯾب اﻻﻗﺗﺻﺎدﯾﺔ ‪...........‬‬,‫ اﻻﻗﺗﺻﺎد اﻟﻛﻠﻰ‬‫‪‬‬,‫اﻻﻗﺗﺻﺎد اﻟوﺻﻔﻰ‬‫‪‬‬,‫اﻻﻗﺗﺻﺎد اﻟﺗﺟرﯾﺑﻰ‬‫  ‬,‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬ ‫‪‬‬,3
ﯾﻌﺗﻣد اﻻﻗﺗﺻﺎد ‪.......‬ﻋﻠﻰ ﺗطﺑﯾق اﻟﻣﻧﺎھﺞ اﻟرﯾﺎﺿﯾﺔ ﻟﺷرح وﺗﻔﺳﯾر اﻟﻧظرﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ وﯾﺳﺗﺧدم أﺳﺎﻟﯾب ﺗﺣﻠﯾل‬ اﻟﺗﻔﺎﺿل واﻟﺗﻛﺎﻣل وﻣﻧﺎھﺞ اﻟﻣﺻﻔوﻓﺎت اﻟﺟﺑرﯾﺔ‬,‫اﻟﻘﯾﺎﺳﻲ‬ ‫‪‬‬,‫اﻟﻛﻼﺳﯾﻛﻲ‬‫‪‬‬,‫اﻟﻣﺎرﻛﺳﻲ‬‫‪‬‬,‫اﻟرﯾﺎﺿﻲ‬‫  ‬,4
ﯾﻌﺗﻣد اﻻﻗﺗﺻﺎد ‪ .......‬ﻋﻠﻰ ﺗطﺑﯾق اﻻﺳﺎﻟﯾب اﻟرﯾﺎﺿﯾﺔ واﻻﺣﺻﺎﺋﯾﺔ ﻟﺗﺣﻠﯾل اﻟﺑﯾﺎﻧﺎت اﻟﻣﻧﺑﺛﻘﺔ ﻣن اﻟﻧﻣﺎذج اﻻﻗﺗﺻﺎدﯾﺔ‬ وﯾﻌﺗﺑر اﻟﺗطﺑﯾق اﻟﻌﻠﻣﻰ ﻟﻛل ﻣن اﻟﻧظرﯾﺎت اﻻﻗﺗﺻﺎدﯾﺔ واﻻﻗﺗﺻﺎد اﻟرﯾﺎﺿﻰ‬,‫اﻟﻛﯾﻧزى‬ ‫‪‬‬,‫اﻟﻘﯾﺎﺳﻰ‬ ‫  ‬,‫ اﻟﺗﺟرﯾﺑﻰ‬ ‫‪‬‬,‫اﻟﻛﻼﺳﯾﻛﻰ‬‫‪‬‬,2
اﻻﻗﺗﺻﺎد ‪ .......‬ھو ﺗطﺑﯾق أﺳﺎﻟﯾب ﺗﺟرﯾﺑﯾﺔ ﻟدراﺳﺔ اﻟﻣﺳﺎﺋل اﻻﻗﺗﺻﺎدﯾﺔ‬,‫ اﻟﺗﺟرﯾﺑﻰ‬ ‫  ‬,‫اﻟﻛﻼﺳﯾﻛﻰ‬‫‪‬‬,‫اﻟﻣﺎرﻛﺳﻰ‬‫‪‬‬,1
ﻛﺗﺎب ‪ ..........‬ﻟﻠﻛﺎﺗب آدم ﺳﻣﯾث اﻋﺗﺑر ﺑﻣﺛﺎﺑﺔ ﻧﻘطﺔ اﻟﺑداﯾﺔ ﻟوﻻدة ﻋﻠم اﻻﻗﺗﺻﺎد ﻛﻔرع ﻋﻣﻠﻰ ﻣﻧﻔﺻل وﻣﺗﺧﺻص‬,‫ أﺳﺎﺳﯾﺎت اﻟﺗﺣﻠﯾل اﻻﻗﺗﺻﺎدى‬ ‫‪‬‬,‫ﺛروة اﻷﻣم‬ ‫  ‬,‫ﻻ ﺷﺊ ﻣﻣﺎ ﺳﺑق‬‫‪‬‬,2
.......... ھو اﻗﺗﺻﺎد ﻗﺎﺋم ﻋﻠﻰ ﻓﻛرة ﺿرورة اﻟﻘﺿﺎء ﻋﻠﻰ ﻣظﺎھر اﻟﻣﻠﻛﯾﺔ اﻟﻔردﯾﺔ ﻣن ﺧﻼل ﺛورة اﻟطﺑﻘﺔ اﻟﻌﺎﻣﻠﺔ‬ واﻟﻣﺳﺗﻐﻠﺔ ﻋﻠﻰ اﻻﻗطﺎﻋﯾﯾن واﻟطﺑﻘﺔ اﻻرﺳﺗﻘراطﯾﺔ‬,‫اﻻﻗﺗﺻﺎد اﻟﻛﯾﻧزى‬ ‫‪‬‬,‫ اﻻﻗﺗﺻﺎد اﻻﺳﻼﻣﻰ‬ ‫‪‬‬,‫ اﻻﻗﺗﺻﺎد اﻟﻣﺎرﻛﺳﻰ‬ ‫  ‬,3
............. ‬ھو ﻣﺟﻣوﻋﺔ ﻣن اﻟﻣﺑﺎدئ واﻻﺻول اﻻﻗﺗﺻﺎدﯾﺔ اﻟﺗﻰ ﺗﺣﻛم ﻧﺷﺎط اﻗﺗﺻﺎد اﻟدوﻟﺔ اﻻﺳﻼﻣﯾﺔ اﻟﺗﻰ وردت‬ ﻓﻰ ﻧﺻوص اﻟﻘرآن واﻟﺳﻧﺔ اﻟﻧﺑوﯾﺔ‬,‫ اﻻﻗﺗﺻﺎد اﻻﺳﻼﻣﻰ‬ ‫  ‬,‫اﻻﻗﺗﺻﺎد اﻟﻛﯾﻧزى‬ ‫‪‬‬,‫ اﻻﻗﺗﺻﺎد اﻟﻣﺎرﻛﺳﻰ‬ ‫‪‬‬,1
........ ھو ﺗطﺑﯾق أو اﺳﺗﻌﺎﻧﺔ ﺑﺎﻟﻧظرﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ اﻟﺟزﺋﯾﺔ ﺑﺻﻔﺔ ﺧﺎﺻﺔ واﻟﻧظرﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ اﻟﻛﻠﯾﺔ ﺑﺻﻔﺔ‬ ﻋﺎﻣﺔ ﻻﺗﺧﺎذ اﻟﻘرارات اﻹدارﯾﺔ ﻟﻠﻣﺷروع اﻻﻗﺗﺻﺎدى‬,‫ اﻻﻗﺗﺻﺎد اﻻدارى‬‫  ‬,‫اﻻﻗﺗﺻﺎد اﻟﻛﻠﻰ‬‫‪‬‬,‫ اﻻﻗﺗﺻﺎد اﻟﺟزﺋﻰ‬‫‪‬‬,1
.......... ھو ﺣﻘل ﺛﺎﻧوى ﻣن ﻋﻠم اﻻﻗﺗﺻﺎد ﯾﮭﺗم ﺑدراﺳﺔ اﻟﻘﺿﺎﯾﺎ اﻟﺑﯾﺋﯾﺔ‬,‫اﻻﻗﺗﺻﺎد اﻟﻣﻧزﻟﻰ‬‫‪‬‬,‫اﻻﻗﺗﺻﺎد اﻟﺑﯾﺋﻰ‬ ‫  ‬,‫ اﻻﻗﺗﺻﺎدى اﻹدارى‬ ‫‪‬‬,2
ﻣﺣور اﻻﻗﺗﺻﺎد اﻟﺑﯾﺋﻰ ھو ﻣﻔﮭوم ‪........‬‬,‫ﺗﻛﻠﻔﺔ اﻟﻔرﺻﺔ‬ ‫‪‬‬,‫ﻧظرﯾﺔ اﻟﻣﺳﺗﮭﻠك‬ ‫‪‬‬,‫ﻓﺷل اﻟﺳوق‬‫  ‬,3
............ ﺗرﻛز ھذه اﻟﻧظرﯾﺔ ﻋﻠﻰ دور ﻛﻼ اﻟﻘطﺎﻋﯾن اﻟﻌﺎم واﻟﺧﺎص ﻓﻰ اﻻﻗﺗﺻﺎد أى اﻻﻗﺗﺻﺎد اﻟﻣﺧﺗﻠط‬,‫ اﻻﻗﺗﺻﺎد اﻟﻣﺎرﻛﺳﻰ‬‫‪‬‬,‫اﻻﻗﺗﺻﺎد اﻟﻛﻠﻰ‬‫‪‬‬,‫اﻻﻗﺗﺻﺎد اﻟﻛﯾﻧزى‬‫  ‬,3
............ ھو اﻗﺗﺻﺎد رﺑﺔ اﻟﺑﯾت ﻻدارة ﺷﺋون اﻟﻣﻧزل ﻣن ﺗﻘﯾﯾم اﻻﺣﺗﯾﺎﺟﺎت اﻟﺿرورﯾﺔ ﻻﺳﺗﮭﻼك أھل اﻟﻣﻧزل‬,‫اﻻﻗﺗﺻﺎد اﻹدارى‬ ‫‪‬‬,‫اﻻﻗﺗﺻﺎد اﻟﻣﻧزﻟﻰ‬‫  ‬,‫اﻻﻗﺗﺻﺎد اﻟﺷﻣوﻟﻰ‬‫‪‬‬,2
.............. ھو ﻧوع ﻣن اﻷﻧظﻣﺔ اﻻﻗﺗﺻﺎدﯾﺔ اﻟﺷﯾوﻋﯾﺔ ‪ ،‬ﺣﯾث ﺗﺳﯾطر اﻟدوﻟﺔ ﻋﻠﻰ ﺳﯾﺎﺳﺔ اﻻﻗﺗﺻﺎد اﻟﻛﻠﻰ واﻟﻧﺷﺎط‬ اﻟﺗﺟﺎرى وﻟﻛﻧﮭﺎ ﺗﺳﻣﺢ ﺑﺣرﯾﺔ اﻟﻘرارات اﻻﻗﺗﺻﺎدﯾﺔ ﻓﯾﻣﺎ ﯾﺗﻌﻠق ﺑﺎﻟﺗوظﯾف واﻻﺳﺗﮭﻼك ﻋﻠﻰ ﻣﺳﺗوى ﻣﻌﯾن‬,‫اﻻﻗﺗﺻﺎد اﻟﺷﻣوﻟﻰ‬‫  ‬,‫اﻻﻗﺗﺻﺎد اﻟﻛﯾﻧزى‬‫‪‬‬,‫ اﻻﻗﺗﺻﺎد اﻟﻣﺎرﻛﺳﻰ‬‫‪‬‬,1
"ﻗﺎﻣت ﻣدرﺳﺗﺎن اﻗﺗﺻﺎدﯾﺗﺎن ھﻣﺎ اﻟﻣدرﺳﺔ ‪ .........‬و ‪ ...........‬ﺣﯾث ﺳﺎھﻣﺗﺎ ﻓﻰ ﻗﯾﺎم ""اﻟﻘوﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ ""‬ و""اﻟرأﺳﻣﺎﻟﯾﺔ اﻟﺣدﯾﺛﺔ "" ﻓﻰ أوروﺑﺎ‬",‫ اﻟطﺑﯾﻌﯾﺔ واﻟﺗﺟﺎرﯾﺔ‬‫  ‬,‫ اﻟﺻﻧﺎﻋﯾﺔ واﻟﺗﺷرﯾﻌﯾﺔ‬ ‫‪‬‬,‫ﻻ ﺷﺊ ﻣﻣﺎ ﺳﺑق‬ ‫‪‬‬,1
ھﻰ وﺳﯾﻠﺔ ﻟﺗﻠﺧﯾص اﻟﻧﺷﺎطﺎت اﻻﻗﺗﺻﺎدﯾﺔ ﻟﻠﺑﻼد ﻣﺛل ﺣﺳﺎﺑﺎت اﻟدﺧل اﻟﻘوﻣﻰ‬,‫ اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ‬ ‫‪‬‬,‫اﻟﻣﺣﺎﺳﺑﺔ اﻟﻘوﻣﯾﺔ‬‫  ‬,"‫اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬‫‪‬‬",2
........ ھﻰ اﻟﻣﯾزاﻧﯾﺔ اﻟﻣﺧﺻﺻﺔ ﻹﻧﻔﺎﻗﺎت اﻟدوﻟﺔ ﺧﻼل ﺳﻧﺔ ﻣدﻧﯾﺔ‬,‫ﻣﯾزاﻧﯾﺔ اﻟدوﻟﺔ‬ ‫  ‬,‫اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,‫ اﻟﻣﺣﺎﺳﺑﺔ اﻟﻘوﻣﯾﺔ‬‫‪‬‬,1
............. ھﻰ اﻟوﺛﯾﻘﺔ اﻟﻘﺎﻧوﻧﯾﺔ واﻟﻣﺣﺎﺳﺑﺔ اﻟﺗﻰ ﺗﺑﯾن اﻟﻧﻔﻘﺎت اﻟﻌﺎﻣﺔ اﻟﺗﻰ ﺳﺗﻘوم ﺑﮭﺎ اﻟدوﻟﺔ ﻟﻔﺗرة ﻗﺎدﻣﺔ ﺗﺣدد ﻏﺎﻟﺑﺎ‬ ‫ﺑﺳﻧﺔ ﻣﺎﻟﯾﺔ‬,‫ اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ‬ ‫  ‬,‫ اﻟﻣﺣﺎﺳﺑﺔ اﻟﻘوﻣﯾﺔ‬‫‪‬‬,‫اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,1
ﻓﺗرة أو ﻣدة اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ ﻏﺎﻟﺑﺎ ﻣﺎ ﺗﻛون ‪........‬‬,‫ﺳﻧﺔ ﻣﺎﻟﯾﺔ‬ ‫  ‬,‫ﻧﺻف ﺳﻧﺔ ﻣﺎﻟﯾﺔ‬‫‪‬‬,‫ ﺳﻧﺗﯾن ﻣﺎﻟﯾﺗﯾن‬ ‫‪‬‬,1
ﻣن ﻣﺻﺎدر ﺗﻣوﯾل اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ ‪..........‬‬,‫ اﻟﺿراﺋب ورﻓﻊ أﺳﻌﺎر ﺑﻌض اﻟﺳﻠﻊ‬‫‪‬‬,‫ ﺗﻘﻠﯾص اﻟﻧﻔﻘﺎت اﻟﺣﻛوﻣﯾﺔ واﻻﻗﺗراض اﻟداﺧﻠﻰ‬ ‫‪‬‬,‫ ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬ ‫  ‬,3
ﻣن اﻗﺳﺎم اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ ‪..........‬‬,‫ اﻟﻌرض واﻟطﻠب‬‫‪‬‬,‫ اﻟﻧﻔﻘﺎت واﻹرادات اﻟﻌﺎﻣﺔ‬ ‫  ‬,‫اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,2
........ ﻋﺑﺎرة ﻋن ﻋﻣﻠﯾﺔ ﯾﺗم ﻓﯾﮭﺎ زﯾﺎدة اﻟدﺧل اﻟﺣﻘﯾﻘﻰ زﯾﺎدة ﺗراﻛﻣﯾﺔ وﻣﺳﺗﻣرة ﻋﺑر ﻓﺗرة ﻣﻣﺗدة ﻣن اﻟزﻣن ﻣﻊ‬ ﺗوﻓﯾر اﻟﺧدﻣﺎت واﻟﻣﺣﺎﻓظﺔ ﻋﻠﻰ اﻟﻣوارد‬,‫اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ‬‫‪‬‬,‫ اﻟﻧﻣو اﻻﻗﺗﺻﺎدى‬‫  ‬,‫ اﻟﻣﺣﺎﺳﺑﺔ اﻟﻘوﻣﯾﺔ‬‫‪‬‬,2
ﻣن أﻛﺛر اﻟﻣؤﺷرات اﺳﺗﺧداﻣﺎ ﻟﻘﯾﺎس ﻣﺳﺗوى اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ اﻟﺗﻰ ﺗﺣﻘﻘت ﻓﻰ دوﻟﺔ ﺑﺎﻟﻣﻘﺎرﻧﺔ ﺑدوﻟﺔ أﺧرى ‪.........‬‬,‫اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ‬‫‪‬‬,‫اﻟﻣﺣﺎﺳﺑﺔ اﻟﻘوﻣﯾﺔ‬ ‫‪‬‬,‫ اﻟﺗﻧﻣﯾﺔ اﻟﺑﺷرﯾﺔ وﻣﺗوﺳط دﺧل اﻟﻔرد‬‫  ‬,3
ﻣن أھم أھداف اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ ‪...........‬‬,‫ﺗوﻓﯾر اﻟﺳﻠﻊ واﻟﺧدﻣﺎت وﺗﻘﻠﯾل اﻟﻔوارق اﻻﺟﺗﻣﺎﻋﯾﺔ‬‫‪‬‬,‫زﯾﺎدة اﻟدﺧل وﺗوﻓﯾر ﻓرص ﻋﻣل ﻟﻠﻣواطﻧﯾن‬ ‫‪‬‬,"‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬‫  ‬",3
ﻣن أﻣﺛﻠﺔ اﻟﻧظرﯾﺎت واﻟﻧﻣﺎذج اﻻﻗﺗﺻﺎدﯾﺔ ‪..........‬‬,‫ ﻧظرﯾﺔ اﻟﻣﺳﺗﮭﻠك‬ ‫‪‬‬,‫ ﻧﻣوذج اﻟﻌرض واﻟطﻠب‬ ‫‪‬‬,‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬‫  ‬,3
........... ﻧظرﯾﺔ ﻓﻰ ﻋﻠم اﻻﻗﺗﺻﺎد وﺗﮭدف إﻟﻰ ﺧﻠق ﻣﻌﺎدﻟﺔ ﻟوﺻف ﺗﺻرف ﻋدة ﻣﺗﻐﯾرات اﻗﺗﺻﺎدﯾﺔ‬,‫ ﻧظرﯾﺔ اﻟﻌرض واﻟطﻠب‬ ‫‪‬‬,‫ ﻧظرﯾﺔ اﻟﻣﺳﺗﮭﻠك‬ ‫  ‬,‫اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,2
.......... ﺗﻔﺗرض ﻋﺎدة ﺑﺄن اﻷﺳواق ﺗﻧﺎﻓﺳﯾﺔ ﺟدا وھذا ﯾﺷﯾر ﺿﻣﻧﯾﺎ إﻟﻰ أن ھﻧﺎك اﻟﻌدﯾد ﻣن اﻟﻣﺷﺗرﯾن واﻟﺑﺎﻋﺔ ﻓﻰ‬ اﻟﺳوق وﻻ أﺣد ﻣﻧﮭم ﻟﮭم اﻟﻘدرة ﻟﻠﺗﺄﺛﯾر ﻋﻠﻰ ﺳﻌر اﻟﺑﺿﺎﺋﻊ‬,‫ ﻧظرﯾﺔ اﻟﻌرض واﻟطﻠب‬ ‫  ‬,‫ ﻧظرﯾﺔ اﻟﻣﺳﺗﮭﻠك‬ ‫‪‬‬,‫ اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,1
.......... ھو ﻛﻣﯾﺔ اﻟﺑﺿﺎﻋﺔ اﻟﺗﻰ ﯾرﻏب اﻟﻣﺳﺗﮭﻠﻛون ﺑﺷراﺋﮭﺎ وﯾﻣﺗﻠﻛون اﻟﻘدرة ﻋﻠﻰ ﺷراﺋﮭﺎ ﺑﺎﻟﺳﻌر اﻟﻣﻌطﻰ‬,‫ اﻟﻣﯾزاﻧﯾﺔ اﻟﻌﺎﻣﺔ‬ ‫‪‬‬,‫ اﻟﻌرض‬‫‪‬‬,‫اﻟطﻠب‬ ‫  ‬,3
ﻓﻰ ﻗﺎﻧون اﻟطﻠب اﻟﻌﻼﻗﺔ ﺑﯾن اﻟﺳﻌر وﻛﻣﯾﺔ اﻟطﻠب ‪.......‬‬,‫طردﯾﺔ‬ ‫‪‬‬,‫ﻋﻛﺳﯾﺔ‬ ‫  ‬,‫ﻻ ﯾوﺟد ﻋﻼﻗﺔ ﺑﯾﻧﮭﻣﺎ‬ ‫‪‬‬,2
............ ھو ﻛﻣﯾﺔ اﻟﺑﺿﺎﺋﻊ اﻟﺗﻰ ﯾﻛون اﻟﺑﺎﺋﻌون ﻣﺳﺗﻌدون ﻟﺑﯾﻌﮭﺎ ﻋﻧد اﻻﺳﻌﺎر اﻟﻣﺧﺗﻠﻔة,‫اﻟﻌرض‬ ‫  ‬,‫اﻟطﻠب‬ ‫‪‬‬,‫ اﻟﻣوازﻧﺔ اﻟﻌﺎﻣﺔ‬‫‪‬‬,1
